ID,Correo_Remitente,Asunto,Contenido,Palabras_Clave,Longitud_Caracteres,Dominio_gratuito,Numero_links,Caracteres_Especiales,Categoria
913,floresjoel@hotmail.com,Última oportunidad para reclamar tu premio,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://www.johnson.com/ !!! $$$",0,88,1,1,6,spam
914,atkinsruth@yahoo.com,"Actualización del proyecto en Baker, Mason and Hicks","Hola Michael Conway, adjunto el documento solicitado sobre engineer cross-media synergies.",0,90,1,0,0,ham
915,qcarter@yahoo.com,Entrega de informe pendiente,La entrega de tu pedido está programada para 12/08/2025.,0,56,1,0,0,ham
916,glam@johnson.biz,Tu cuenta ha sido bloqueada,Haz clic en este enlace para reclamar tu premio ahora: http://www.garcia.biz/,1,77,0,1,0,spam
917,jasmineparks@martin.com,Haz clic aquí para obtener un regalo,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://rhodes.com/",0,75,0,1,0,spam
918,jasmindavis@marshall.com,TU CUENTA HA SIDO BLOQUEADA,Haz clic en este enlace para reclamar tu premio ahora: http://www.smith.com/,1,76,0,1,0,spam
919,bergerjerry@yahoo.com,Tu cuenta ha sido bloqueada,Haz clic en este enlace para reclamar tu premio ahora: http://www.martinez-tyler.com/ !!! $$$,1,93,1,1,6,spam
920,christopher34@gmail.com,Tu cuenta ha sido bloqueada,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.morris.com/",0,78,1,1,0,spam
921,amy04@hotmail.com,Actualización del proyecto en Edwards-Hunt,"Hola Richard Gonzalez, adjunto el documento solicitado sobre deliver next-generation partnerships. !!! $$$",0,106,1,0,6,ham
922,brianlewis@macias.net,"Actualización del proyecto en Love, Charles and Burgess",Recuerda que la reunión será el 20/07/2025 en la sala 184. !!! $$$,0,66,0,0,6,ham
923,william53@moore.com,Gana dinero rápido desde casa,Ofrecemos préstamos inmediatos sin verificación.,0,48,0,0,0,spam
924,steven37@smith-bond.org,Haz clic aquí para obtener un regalo,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.thomas.com/",0,78,0,1,0,spam
925,bookerchris@outlook.com,Última oportunidad para reclamar tu premio,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.rodgers.org/",0,79,1,1,0,spam
926,rcole@gmail.com,Confirmación de cita médica,El proyecto en Hernandez LLC tiene un avance del 77%.,0,53,1,0,1,ham
927,youngrobert@gibson.com,Tu cuenta ha sido bloqueada,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.young-frye.net/",0,82,0,1,0,spam
928,jenniferfrazier@yahoo.com,Tu cuenta ha sido bloqueada,Gana hasta 185$ diarios con esta inversión secreta. !!! $$$,0,59,1,0,7,spam
929,lesliejohnson@martin.com,Entrega de informe pendiente,"Hola Natalie Ward, adjunto el documento solicitado sobre deliver granular e-commerce.",0,85,0,0,0,ham
930,ybowman@patton-stone.info,Reunión programada para mañana,"El proyecto en Roberts, Potts and Cooper tiene un avance del 64%.",0,65,0,0,1,ham
931,stephanie78@gmail.com,"Actualización del proyecto en Smith, Cruz and Morrow",Recuerda que la reunión será el 01/08/2025 en la sala 274.,0,58,1,0,0,ham
932,amandahernandez@gmail.com,Entrega de informe pendiente,El proyecto en Douglas Ltd tiene un avance del 80%. !!! $$$,0,59,1,0,7,ham
933,hoopervictoria@moss.com,Entrega de informe pendiente,Recuerda que la reunión será el 27/07/2025 en la sala 451.,0,58,0,0,0,ham
934,charles90@gordon.biz,Confirmación de cita médica,La entrega de tu pedido está programada para 26/06/2025.,0,56,0,0,0,ham
935,joseph67@delgado-kramer.com,Tu cuenta ha sido bloqueada,Gana hasta 103$ diarios con esta inversión secreta. !!! $$$,0,59,0,0,7,spam
936,cameronellis@rodgers-massey.com,Actualización del proyecto en Johnson PLC,La entrega de tu pedido está programada para 24/07/2025.,0,56,0,0,0,ham
937,rodriguezmichael@gmail.com,Gana dinero rápido desde casa,Haz clic en este enlace para reclamar tu premio ahora: http://www.jackson.com/,1,78,1,1,0,spam
938,gary76@hotmail.com,Confirmación de cita médica,"Hola Joshua Greene, adjunto el documento solicitado sobre optimize integrated infrastructures.",0,94,1,0,0,ham
939,richardabigail@jenkins.com,Gana dinero rápido desde casa,Ofrecemos préstamos inmediatos sin verificación.,0,48,0,0,0,spam
940,rogerstroy@outlook.com,Entrega de informe pendiente,"Hola Michael Perez, adjunto el documento solicitado sobre redefine value-added eyeballs.",0,88,1,0,0,ham
941,brooke77@reeves.com,ENTREGA DE INFORME PENDIENTE,Recuerda que la reunión será el 18/02/2025 en la sala 104. !!! $$$,0,66,0,0,6,ham
942,bhunter@taylor.info,CONFIRMACIÓN DE CITA MÉDICA,"Hola Angela Ramos, adjunto el documento solicitado sobre revolutionize rich architectures.",0,90,0,0,0,ham
943,andrewgates@patterson.biz,Actualización del proyecto en Martinez-Johnson,La entrega de tu pedido está programada para 07/03/2025.,0,56,0,0,0,ham
944,jenniferhernandez@hubbard.com,Última oportunidad para reclamar tu premio,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.allen-wilson.net/",0,84,0,1,0,spam
945,kathrynanderson@outlook.com,INVITACIÓN AL CUMPLEAÑOS DE DERRICK,El proyecto en Olsen LLC tiene un avance del 41%. !!! $$$,0,57,1,0,7,ham
946,williamhall@middleton.biz,INVITACIÓN AL CUMPLEAÑOS DE BRITTANY,"Hola Angelica Hancock, adjunto el documento solicitado sobre benchmark compelling initiatives. !!! $$$",0,102,0,0,6,ham
947,dalton07@gmail.com,Invitación al cumpleaños de Reginald,"Hola Brendan Mitchell, adjunto el documento solicitado sobre redefine out-of-the-box markets.",0,93,1,0,0,ham
948,zamorakyle@beck-perez.com,Última oportunidad para reclamar tu premio,Gana hasta 186$ diarios con esta inversión secreta.,0,51,0,0,1,spam
949,theresahaas@gmail.com,Tu cuenta ha sido bloqueada,Ofrecemos préstamos inmediatos sin verificación. !!! $$$,0,56,1,0,6,spam
950,margaret18@harrison-quinn.org,Oferta exclusiva solo para ti,Ofrecemos préstamos inmediatos sin verificación. !!! $$$,0,56,0,0,6,spam
951,scottmichael@moore.com,Entrega de informe pendiente,Recuerda que la reunión será el 04/06/2025 en la sala 180. !!! $$$,0,66,0,0,6,ham
952,mckinneytim@yahoo.com,CONFIRMACIÓN DE CITA MÉDICA,"Hola Mrs. Jennifer Brooks MD, adjunto el documento solicitado sobre streamline scalable mindshare.",0,98,1,0,0,ham
953,mcbridemitchell@hernandez.info,Actualización del proyecto en Daugherty-Atkins,El proyecto en Hill Inc tiene un avance del 56%.,0,48,0,0,1,ham
954,harrisonjohn@nelson.org,Invitación al cumpleaños de Mark,El proyecto en Gonzales and Sons tiene un avance del 75%. !!! $$$,0,65,0,0,7,ham
955,hunterpatrick@outlook.com,Última oportunidad para reclamar tu premio,Gana hasta 196$ diarios con esta inversión secreta. !!! $$$,0,59,1,0,7,spam
956,damon15@brown.biz,Oferta exclusiva solo para ti,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://www.marsh.info/",0,78,0,1,0,spam
957,nguyendamon@outlook.com,Oferta exclusiva solo para ti,Gana hasta 250$ diarios con esta inversión secreta.,0,51,1,0,1,spam
958,meganbecker@gmail.com,Entrega de informe pendiente,La entrega de tu pedido está programada para 10/01/2025. !!! $$$,0,64,1,0,6,ham
959,stephen81@hotmail.com,Entrega de informe pendiente,"El proyecto en Daugherty, Holmes and Hansen tiene un avance del 64%.",0,68,1,0,1,ham
960,stanleywebb@howard.biz,Haz clic aquí para obtener un regalo,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://www.patel-rodriguez.net/ !!! $$$",0,96,0,1,6,spam
961,vbrooks@yahoo.com,Última oportunidad para reclamar tu premio,Gana hasta 204$ diarios con esta inversión secreta. !!! $$$,0,59,1,0,7,spam
962,jillsutton@peck-hill.info,ÚLTIMA OPORTUNIDAD PARA RECLAMAR TU PREMIO,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://ross.biz/ !!! $$$",0,80,0,1,6,spam
963,kjohnson@gmail.com,Oferta exclusiva solo para ti,Haz clic en este enlace para reclamar tu premio ahora: http://www.bryan-robinson.com/ !!! $$$,1,93,1,1,6,spam
964,sarahshaw@tapia.info,Oferta exclusiva solo para ti,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://wright.com/",0,75,0,1,0,spam
965,emitchell@yahoo.com,Entrega de informe pendiente,El proyecto en Williams-Serrano tiene un avance del 89%.,0,56,1,0,1,ham
966,mikaylaspencer@gmail.com,Invitación al cumpleaños de John,El proyecto en Mckay-Douglas tiene un avance del 24%. !!! $$$,0,61,1,0,7,ham
967,jgalloway@hotmail.com,Reunión programada para mañana,Recuerda que la reunión será el 05/05/2025 en la sala 129.,0,58,1,0,0,ham
968,lloydjackie@yahoo.com,INVITACIÓN AL CUMPLEAÑOS DE RYAN,El proyecto en Flores Group tiene un avance del 53%.,0,52,1,0,1,ham
969,lewisbenjamin@gmail.com,"Actualización del proyecto en Johnson, Rowe and Ballard","Hola Eugene Dillon, adjunto el documento solicitado sobre deploy robust convergence.",0,84,1,0,0,ham
970,johnsonjames@yahoo.com,Confirmación de cita médica,"Hola Ryan Lopez, adjunto el documento solicitado sobre leverage cutting-edge portals. !!! $$$",0,93,1,0,6,ham
971,drussell@outlook.com,Invitación al cumpleaños de Richard,"Hola James Brock, adjunto el documento solicitado sobre productize wireless solutions. !!! $$$",0,94,1,0,6,ham
972,connor99@gmail.com,"Actualización del proyecto en Kelley, Spencer and Hernandez","Hola John Hardy, adjunto el documento solicitado sobre mesh bricks-and-clicks networks. !!! $$$",0,95,1,0,6,ham
973,allenlori@sweeney.biz,Haz clic aquí para obtener un regalo,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://www.green.net/",0,78,0,1,0,spam
974,katherine19@outlook.com,Última oportunidad para reclamar tu premio,Gana hasta 436$ diarios con esta inversión secreta.,0,51,1,0,1,spam
975,taylordeborah@yahoo.com,Gana dinero rápido desde casa,Ofrecemos préstamos inmediatos sin verificación.,0,48,1,0,0,spam
976,sandralambert@morton.info,Gana dinero rápido desde casa,Haz clic en este enlace para reclamar tu premio ahora: http://wood.com/,1,71,0,1,0,spam
977,tcastaneda@hotmail.com,ACTUALIZACIÓN DEL PROYECTO EN MOORE-JENNINGS,La entrega de tu pedido está programada para 23/01/2025.,0,56,1,0,0,ham
978,becky46@yahoo.com,Última oportunidad para reclamar tu premio,Haz clic en este enlace para reclamar tu premio ahora: https://www.shelton.biz/,1,79,1,1,0,spam
979,dshields@miller.com,CONFIRMACIÓN DE CITA MÉDICA,"El proyecto en Wilson, Goodwin and Irwin tiene un avance del 53%.",0,65,0,0,1,ham
980,christopher09@garcia-osborne.com,Tu cuenta ha sido bloqueada,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://hall-evans.com/ !!! $$$",0,86,0,1,6,spam
981,darrell09@mack-hall.com,Actualización del proyecto en Williams-Lane,El proyecto en Reed and Sons tiene un avance del 41%.,0,53,0,0,1,ham
982,nicholasfrye@yahoo.com,Haz clic aquí para obtener un regalo,Gana hasta 114$ diarios con esta inversión secreta.,0,51,1,0,1,spam
983,xschultz@yahoo.com,Entrega de informe pendiente,La entrega de tu pedido está programada para 26/08/2025.,0,56,1,0,0,ham
984,fredericksims@hotmail.com,Entrega de informe pendiente,La entrega de tu pedido está programada para 18/07/2025.,0,56,1,0,0,ham
985,lisa30@gmail.com,Última oportunidad para reclamar tu premio,Ofrecemos préstamos inmediatos sin verificación.,0,48,1,0,0,spam
986,fburns@hotmail.com,Última oportunidad para reclamar tu premio,Gana hasta 210$ diarios con esta inversión secreta. !!! $$$,0,59,1,0,7,spam
987,wwalsh@doyle-hines.com,Actualización del proyecto en Bates-Davidson,El proyecto en Bruce-Mcfarland tiene un avance del 65%.,0,55,0,0,1,ham
988,clopez@hotmail.com,Confirmación de cita médica,"Hola Jade Webster, adjunto el documento solicitado sobre target transparent schemas.",0,84,1,0,0,ham
989,leslie88@hernandez.net,Haz clic aquí para obtener un regalo,Haz clic en este enlace para reclamar tu premio ahora: http://robinson.biz/,1,75,0,1,0,spam
990,andersonelizabeth@outlook.com,GANA DINERO RÁPIDO DESDE CASA,Gana hasta 293$ diarios con esta inversión secreta.,0,51,1,0,1,spam
991,qgreene@reyes.info,Oferta exclusiva solo para ti,Ofrecemos préstamos inmediatos sin verificación.,0,48,0,0,0,spam
992,davisbobby@gmail.com,Confirmación de cita médica,"El proyecto en Martinez, Martinez and Jensen tiene un avance del 46%. !!! $$$",0,77,1,0,7,ham
993,mitchellrenee@jenkins.net,Última oportunidad para reclamar tu premio,"Su cuenta ha sido comprometida, ingrese sus datos aquí: http://strong.biz/ !!! $$$",0,82,0,1,6,spam
994,davidmeyer@outlook.com,Última oportunidad para reclamar tu premio,Gana hasta 210$ diarios con esta inversión secreta.,0,51,1,0,1,spam
995,stephanie03@yahoo.com,Invitación al cumpleaños de Kathleen,Recuerda que la reunión será el 23/07/2025 en la sala 165.,0,58,1,0,0,ham
996,lukejackson@hotmail.com,ÚLTIMA OPORTUNIDAD PARA RECLAMAR TU PREMIO,Haz clic en este enlace para reclamar tu premio ahora: http://keith.com/,1,72,1,1,0,spam
997,lunabenjamin@outlook.com,Oferta exclusiva solo para ti,Ofrecemos préstamos inmediatos sin verificación.,0,48,1,0,0,spam
998,smithgregory@gmail.com,Invitación al cumpleaños de Rachel,Recuerda que la reunión será el 28/01/2025 en la sala 140.,0,58,1,0,0,ham
999,rachel90@outlook.com,Última oportunidad para reclamar tu premio,Ofrecemos préstamos inmediatos sin verificación.,0,48,1,0,0,spam
1000,andre81@hotmail.com,Oferta exclusiva solo para ti,"Su cuenta ha sido comprometida, ingrese sus datos aquí: https://www.hoover.com/ !!! $$$",0,87,1,1,6,spam
